Symbol,Name,Price,Market Cap,Sector,Industry,Rev Growth,Gross Margin,ROIC,EPS TTM,Forward EPS,P/B,5Y Avg P/E,20M MA,Monthly Closes,Quarterly EPS,EPS YoY Growth,Revenue YoY Growth,Previous EPS TTM,Consecutive Growth
005930.KS,삼성전자,317000.0,1853270318736000.0,Korea Equity,Unknown,0.795360638787227,0.0,0.04754943043339162,,,,,,[],"[null, null, null, null]",,0.795360638787227,,0
000660.KS,SK하이닉스,2333000.0,1662734617545000.0,Korea Equity,Unknown,1.3648929471032745,0.0,0.04490785761047307,,,,,,[],"[null, null, null, null]",,1.3648929471032745,,0
005935.KS,삼성전자우,202500.0,162480168607500.0,Korea Equity,Unknown,0.795360638787227,0.0,0.5234102290672435,,,,,,[],"[null, null, null, null]",,0.795360638787227,,0
009150.KS,삼성전기,2127000.0,158873491392000.0,Korea Equity,Unknown,0.15244559362206422,0.0,0.00604887401295198,,,,,,[],"[null, null, null, null]",,0.15244559362206422,,0
005380.KS,현대차,723000.0,148039864818000.0,Korea Equity,Unknown,-0.048622084342065205,0.0,0.0317651092804856,,,,,,[],"[null, null, null, null]",,-0.048622084342065205,,0
373220.KS,LG에너지솔루션,458000.0,107172000000000.0,Korea Equity,Unknown,0.1778129155137097,0.0,0.007912043113011377,,,,,,[],"[null, null, null, null]",,0.1778129155137097,,0
032830.KS,삼성생명,388500.0,77700000000000.0,Korea Equity,Unknown,0.2284093746655727,0.0,0.006690440237701898,,,,,,[],"[null, null, null, null]",,0.2284093746655727,,0
329180.KS,HD현대중공업,696000.0,73053012600000.0,Korea Equity,Unknown,0.42661136697933494,0.0,0.027597458650495312,,,,,,[],"[null, null, null, null]",,0.42661136697933494,,0
028260.KS,삼성물산,432500.0,70137478782500.0,Korea Equity,Unknown,0.044272158529649476,0.0,0.03258494471217539,,,,,,[],"[null, null, null, null]",,0.044272158529649476,,0
012330.KS,현대모비스,768000.0,69682623744000.0,Korea Equity,Unknown,-0.023575256334634354,0.0,0.03625114745177136,,,,,,[],"[null, null, null, null]",,-0.023575256334634354,,0
034020.KS,두산에너빌리티,105600.0,67643257017600.0,Korea Equity,Unknown,-0.067388925366601,0.0,0.010927163866248148,,,,,,[],"[null, null, null, null]",,-0.067388925366601,,0
000270.KS,기아,169200.0,66057879261600.0,Korea Equity,Unknown,0.0051891678251151626,0.0,0.07523793248331767,,,,,,[],"[null, null, null, null]",,0.0051891678251151626,,0
207940.KS,삼성바이오로직스,1363000.0,63094566213000.0,Korea Equity,Unknown,-0.02542832777734708,0.0,0.03220565924032103,,,,,,[],"[null, null, null, null]",,-0.02542832777734708,,0
012450.KS,한화에어로스페이스,1173000.0,60483869373000.0,Korea Equity,Unknown,-0.08873395658374267,0.0,0.03819429412979509,,,,,,[],"[null, null, null, null]",,-0.08873395658374267,,0
006400.KS,삼성SDI,688000.0,55442844640000.0,Korea Equity,Unknown,0.12486632697993331,0.0,0.0,,,,,,[],"[null, null, null, null]",,0.12486632697993331,,0
034730.KS,SK,676000.0,49011827228000.0,Korea Equity,Unknown,0.21927211200318492,0.0,0.049986991723809854,,,,,,[],"[null, null, null, null]",,0.21927211200318492,,0
066570.KS,LG전자,293000.0,47725198934000.0,Korea Equity,Unknown,0.14430120906096425,0.0,0.038186434974654605,,,,,,[],"[null, null, null, null]",,0.14430120906096425,,0
055550.KS,신한지주,93600.0,44427648189600.0,Korea Equity,Unknown,-0.017926284437825762,0.0,0.00952441715400525,,,,,,[],"[null, null, null, null]",,-0.017926284437825762,,0
068270.KS,셀트리온,192900.0,42847399578900.0,Korea Equity,Unknown,0.19084763390535625,0.0,0.02780454947441605,,,,,,[],"[null, null, null, null]",,0.19084763390535625,,0
267260.KS,HD현대일렉트릭,1053000.0,37957633155000.0,Korea Equity,Unknown,0.1437872434341205,0.0,0.025097267620846977,,,,,,[],"[null, null, null, null]",,0.1437872434341205,,0
042660.KS,한화오션,123300.0,37780771480200.0,Korea Equity,Unknown,-0.025560851218845815,0.0,0.026091933676388766,,,,,,[],"[null, null, null, null]",,-0.025560851218845815,,0
035420.KS,NAVER,234000.0,36708463584000.0,Korea Equity,Unknown,0.11183149806181607,0.0,0.04429039587463475,,,,,,[],"[null, null, null, null]",,0.11183149806181607,,0
010120.KS,LS ELECTRIC,241500.0,36225000000000.0,Korea Equity,Unknown,0.15389773679798827,0.0,0.011825749184039558,,,,,,[],"[null, null, null, null]",,0.15389773679798827,,0
011070.KS,LG이노텍,1458000.0,34506642006000.0,Korea Equity,Unknown,0.4066995374370965,0.0,0.020751222752181362,,,,,,[],"[null, null, null, null]",,0.4066995374370965,,0
006800.KS,미래에셋증권,61400.0,34357406432000.0,Korea Equity,Unknown,0.46434590093513534,0.0,0.011726484191192155,,,,,,[],"[null, null, null, null]",,0.46434590093513534,,0
005490.KS,POSCO홀딩스,423500.0,33558786684500.0,Korea Equity,Unknown,0.01825628289548634,0.0,0.025944109955468433,,,,,,[],"[null, null, null, null]",,0.01825628289548634,,0
000150.KS,두산,1972000.0,31934242620000.0,Korea Equity,Unknown,-0.05351264402214574,0.0,0.03428140319089968,,,,,,[],"[null, null, null, null]",,-0.05351264402214574,,0
086790.KS,하나금융지주,115100.0,31579727794800.0,Korea Equity,Unknown,0.013396682444850226,0.0,0.00817523806607318,,,,,,[],"[null, null, null, null]",,0.013396682444850226,,0
009540.KS,HD한국조선해양,423000.0,29937028068000.0,Korea Equity,Unknown,0.09591567497711485,0.0,0.08904671383424709,,,,,,[],"[null, null, null, null]",,0.09591567497711485,,0
010130.KS,고려아연,1373000.0,28658586437000.0,Korea Equity,Unknown,0.5872849898049877,0.0,0.0440940140987497,,,,,,[],"[null, null, null, null]",,0.5872849898049877,,0
042700.KS,한미반도체,282000.0,26878040400000.0,Korea Equity,Unknown,-0.7172222222222221,0.0,0.007048258893732609,,,,,,[],"[null, null, null, null]",,-0.7172222222222221,,0
051910.KS,LG화학,367000.0,25907389881000.0,Korea Equity,Unknown,0.07261532532821847,0.0,0.01820007337348651,,,,,,[],"[null, null, null, null]",,0.07261532532821847,,0
307950.KS,현대오토에버,931000.0,25531727242000.0,Korea Equity,Unknown,-0.10210152576528164,0.0,0.009221653918928971,,,,,,[],"[null, null, null, null]",,-0.10210152576528164,,0
000810.KS,삼성화재,569000.0,25404412137000.0,Korea Equity,Unknown,-0.0037341544105604506,0.0,0.025517702737438423,,,,,,[],"[null, null, null, null]",,-0.0037341544105604506,,0
015760.KS,한국전력,38900.0,24972402595300.0,Korea Equity,Unknown,0.11154391096168129,0.0,0.05963406327679896,,,,,,[],"[null, null, null, null]",,0.11154391096168129,,0
010140.KS,삼성중공업,27950.0,24596000000000.0,Korea Equity,Unknown,0.08173686172195303,0.0,0.027180356273923165,,,,,,[],"[null, null, null, null]",,0.08173686172195303,,0
018260.KS,삼성에스디에스,299000.0,23135962200000.0,Korea Equity,Unknown,-0.045301822323462415,0.0,0.02896466278063536,,,,,,[],"[null, null, null, null]",,-0.045301822323462415,,0
267250.KS,HD현대,277500.0,21920581087500.0,Korea Equity,Unknown,0.1389169717041427,0.0,0.17996802024372396,,,,,,[],"[null, null, null, null]",,0.1389169717041427,,0
064350.KS,현대로템,200500.0,21883029746500.0,Korea Equity,Unknown,0.02814616252821671,0.0,0.03674896624062418,,,,,,[],"[null, null, null, null]",,0.02814616252821671,,0
003670.KS,포스코퓨처엠,245500.0,21836297010000.0,Korea Equity,Unknown,0.14616432137993646,0.0,0.0032475998946661856,,,,,,[],"[null, null, null, null]",,0.14616432137993646,,0
316140.KS,우리금융지주,29700.0,21802066704000.0,Korea Equity,Unknown,0.08632547895108673,0.0,0.006585654725171202,,,,,,[],"[null, null, null, null]",,0.08632547895108673,,0
017670.KS,SK텔레콤,100600.0,21607879331800.0,Korea Equity,Unknown,0.012330598322116715,0.0,0.027212268217678054,,,,,,[],"[null, null, null, null]",,0.012330598322116715,,0
096770.KS,SK이노베이션,119200.0,20151092329600.0,Korea Equity,Unknown,0.25408409559425277,0.0,0.047232869673616944,,,,,,[],"[null, null, null, null]",,0.25408409559425277,,0
272210.KS,한화시스템,105000.0,19836535845000.0,Korea Equity,Unknown,0.05063785472533194,0.0,0.0037598363339533124,,,,,,[],"[null, null, null, null]",,0.05063785472533194,,0
035720.KS,카카오,41950.0,18528921257300.0,Korea Equity,Unknown,-0.042498644184785286,0.0,0.0293773658313523,,,,,,[],"[null, null, null, null]",,-0.042498644184785286,,0
011200.KS,HMM,19560.0,18449734693200.0,Korea Equity,Unknown,0.036603500209707554,0.0,0.04172172503697827,,,,,,[],"[null, null, null, null]",,0.036603500209707554,,0
079550.KS,LIG디펜스앤에어로스페이스,801000.0,17622000000000.0,Korea Equity,Unknown,0.2353501163528665,0.0,0.01550734637032232,,,,,,[],"[null, null, null, null]",,0.2353501163528665,,0
024110.KS,기업은행,20200.0,16108002553800.0,Korea Equity,Unknown,0.077606647726059,0.0,0.007347850386332883,,,,,,[],"[null, null, null, null]",,0.077606647726059,,0
278470.KS,에이피알,395500.0,14806790302500.0,Korea Equity,Unknown,0.8108025633201098,0.0,0.030373984610563586,,,,,,[],"[null, null, null, null]",,0.8108025633201098,,0
006260.KS,LS,446000.0,13915200000000.0,Korea Equity,Unknown,0.21007333469138317,0.0,0.04264713787796963,,,,,,[],"[null, null, null, null]",,0.21007333469138317,,0
277810.KQ,레인보우로보틱스,702000.0,13618700316000.0,Korea Equity,Unknown,2.0952380952380953,0.0,0.00012474156335386428,,,,,,[],"[null, null, null, null]",,2.0952380952380953,,0
030200.KS,KT,52800.0,13306744968000.0,Korea Equity,Unknown,-0.08736687625382036,0.0,0.06344835948150797,,,,,,[],"[null, null, null, null]",,-0.08736687625382036,,0
071050.KS,한국금융지주,237500.0,13234923100000.0,Korea Equity,Unknown,-0.3430217383198479,0.0,0.017938013774414167,,,,,,[],"[null, null, null, null]",,-0.3430217383198479,,0
010950.KS,S-Oil,107400.0,12091391860800.0,Korea Equity,Unknown,0.11110144747468473,0.0,0.05958466881259392,,,,,,[],"[null, null, null, null]",,0.11110144747468473,,0
0126Z0.KS,삼성에피스홀딩스,484000.0,12043395716000.0,Korea Equity,Unknown,0.0,0.0,0.0064202859016730405,,,,,,[],"[null, null, null, null]",,0.0,,0
047050.KS,포스코인터내셔널,63800.0,11223873874400.0,Korea Equity,Unknown,0.032698517945506565,0.0,0.05684535321570006,,,,,,[],"[null, null, null, null]",,0.032698517945506565,,0
064400.KS,LG씨엔에스,113800.0,11025620882400.0,Korea Equity,Unknown,-0.09943843309135734,0.0,0.04406700295721905,,,,,,[],"[null, null, null, null]",,-0.09943843309135734,,0
005940.KS,NH투자증권,30200.0,10761599943800.0,Korea Equity,Unknown,0.6176998802713849,0.0,0.017519161135560568,,,,,,[],"[null, null, null, null]",,0.6176998802713849,,0
016360.KS,삼성증권,119800.0,10698140000000.0,Korea Equity,Unknown,0.5597039437668339,0.0,0.01725886674729631,,,,,,[],"[null, null, null, null]",,0.5597039437668339,,0
323410.KS,카카오뱅크,22400.0,10687497788800.0,Korea Equity,Unknown,-0.03262809074687739,0.0,0.008071797113233081,,,,,,[],"[null, null, null, null]",,-0.03262809074687739,,0
028050.KS,삼성E&A,52900.0,10368400000000.0,Korea Equity,Unknown,0.04104683195592287,0.0,0.05004073002532692,,,,,,[],"[null, null, null, null]",,0.04104683195592287,,0
443060.KS,HD현대마린솔루션,224000.0,10042695040000.0,Korea Equity,Unknown,0.2285653196493479,0.0,0.03402723098142694,,,,,,[],"[null, null, null, null]",,0.2285653196493479,,0
003490.KS,대한항공,26800.0,9868313714800.0,Korea Equity,Unknown,0.07203696845766178,0.0,0.02387818119042896,,,,,,[],"[null, null, null, null]",,0.07203696845766178,,0
039490.KS,키움증권,370500.0,9717591078000.0,Korea Equity,Unknown,1.0853585458419335,0.0,0.018582173402065368,,,,,,[],"[null, null, null, null]",,1.0853585458419335,,0
005387.KS,현대차2우B,272000.0,9510188960000.0,Korea Equity,Unknown,-0.048622084342065205,0.0,0.2596097502599583,,,,,,[],"[null, null, null, null]",,-0.048622084342065205,,0
007660.KS,이수페타시스,129200.0,9484471094800.0,Korea Equity,Unknown,0.4096934548467274,0.0,0.0223338656531966,,,,,,[],"[null, null, null, null]",,0.4096934548467274,,0
352820.KS,하이브,220000.0,9482494780000.0,Korea Equity,Unknown,-0.010345804988662131,0.0,0.006002818384816591,,,,,,[],"[null, null, null, null]",,-0.010345804988662131,,0
000880.KS,한화,133700.0,9426908770300.0,Korea Equity,Unknown,0.11481015684277265,0.0,0.07687424354662002,,,,,,[],"[null, null, null, null]",,0.11481015684277265,,0
003230.KS,삼양식품,1205000.0,9077283075000.0,Korea Equity,Unknown,0.2916290001807991,0.0,0.05646395893908843,,,,,,[],"[null, null, null, null]",,0.2916290001807991,,0
001440.KS,대한전선,45450.0,8907863488200.0,Korea Equity,Unknown,0.18223483195111306,0.0,0.014901661810027651,,,,,,[],"[null, null, null, null]",,0.18223483195111306,,0
950160.KQ,코오롱티슈진,98900.0,8380395345000.0,Korea Equity,Unknown,-0.3076923076923077,0.0,0.0,,,,,,[],"[null, null, null, null]",,-0.3076923076923077,,0
161390.KS,한국타이어앤테크놀로지,66800.0,8274854609200.0,Korea Equity,Unknown,-0.010391641991172691,0.0,0.10159188158014196,,,,,,[],"[null, null, null, null]",,-0.010391641991172691,,0
000990.KS,DB하이텍,185500.0,8070101074000.0,Korea Equity,Unknown,0.11025489033787789,0.0,0.03296847807549267,,,,,,[],"[null, null, null, null]",,0.11025489033787789,,0
034220.KS,LG디스플레이,16090.0,8045000000000.0,Korea Equity,Unknown,-0.009486307499552532,0.0,0.030748267136634685,,,,,,[],"[null, null, null, null]",,-0.009486307499552532,,0
000250.KQ,삼천당제약,339000.0,7952083008000.0,Korea Equity,Unknown,0.140597539543058,0.0,0.0017556217730547354,,,,,,[],"[null, null, null, null]",,0.140597539543058,,0
062040.KS,산일전기,247000.0,7562114950000.0,Korea Equity,Unknown,0.17147310989867498,0.0,0.02554634680362088,,,,,,[],"[null, null, null, null]",,0.17147310989867498,,0
180640.KS,한진칼,110100.0,7350526917900.0,Korea Equity,Unknown,-0.015558698727015558,0.0,0.004397885869163816,,,,,,[],"[null, null, null, null]",,-0.015558698727015558,,0
267270.KS,HD건설기계,151500.0,7260167395500.0,Korea Equity,Unknown,1.3818332127725534,0.0,0.027564238482964326,,,,,,[],"[null, null, null, null]",,1.3818332127725534,,0
009830.KS,한화솔루션,41850.0,7193702631600.0,Korea Equity,Unknown,0.2453084399961505,0.0,0.007651515211019084,,,,,,[],"[null, null, null, null]",,0.2453084399961505,,0
326030.KS,SK바이오팜,89700.0,7024698525000.0,Korea Equity,Unknown,0.2926829268292683,0.0,0.03616571615099155,,,,,,[],"[null, null, null, null]",,0.2926829268292683,,0
087010.KQ,펩트론,301000.0,7018522350000.0,Korea Equity,Unknown,-0.375,0.0,0.0,,,,,,[],"[null, null, null, null]",,-0.375,,0
454910.KS,두산로보틱스,106500.0,6903327870000.0,Korea Equity,Unknown,2.4,0.0,0.0,,,,,,[],"[null, null, null, null]",,2.4,,0
032640.KS,LG유플러스,16130.0,6846019317160.0,Korea Equity,Unknown,-0.010586827593382581,0.0,0.05270528233513632,,,,,,[],"[null, null, null, null]",,-0.010586827593382581,,0
000100.KS,유한양행,85000.0,6770046085000.0,Korea Equity,Unknown,-0.09015544041450778,0.0,0.013787735440196567,,,,,,[],"[null, null, null, null]",,-0.09015544041450778,,0
028300.KQ,HLB,50800.0,6766469728400.0,Korea Equity,Unknown,0.1910828025477707,0.0,0.0,,,,,,[],"[null, null, null, null]",,0.1910828025477707,,0
078930.KS,GS,72500.0,6734923387500.0,Korea Equity,Unknown,0.15229033344560458,0.0,0.17307009944365992,,,,,,[],"[null, null, null, null]",,0.15229033344560458,,0
090430.KS,아모레퍼시픽,115100.0,6732516560900.0,Korea Equity,Unknown,0.13014925373134328,0.0,0.04306620145174393,,,,,,[],"[null, null, null, null]",,0.13014925373134328,,0
010060.KS,OCI홀딩스,349500.0,6525246084000.0,Korea Equity,Unknown,0.14970368461736666,0.0,0.004131300186042243,,,,,,[],"[null, null, null, null]",,0.14970368461736666,,0
005385.KS,현대차우,274000.0,6395423040000.0,Korea Equity,Unknown,-0.048622084342065205,0.0,0.3882052157931363,,,,,,[],"[null, null, null, null]",,-0.048622084342065205,,0
377300.KS,카카오페이,46550.0,6296179601250.0,Korea Equity,Unknown,0.26017624842635334,0.0,0.007659209021828285,,,,,,[],"[null, null, null, null]",,0.26017624842635334,,0
128940.KS,한미약품,491000.0,6290196581000.0,Korea Equity,Unknown,0.08746194298367009,0.0,0.036298295007631556,,,,,,[],"[null, null, null, null]",,0.08746194298367009,,0
298380.KQ,에이비엘바이오,111900.0,6264997109700.0,Korea Equity,Unknown,-0.8269484808454426,0.0,0.006381230205863163,,,,,,[],"[null, null, null, null]",,-0.8269484808454426,,0
036570.KS,NC,289500.0,6236994369000.0,Korea Equity,Unknown,0.45763598326359833,0.0,0.017809441036039295,,,,,,[],"[null, null, null, null]",,0.45763598326359833,,0
241560.KS,두산밥캣,64700.0,6201887405500.0,Korea Equity,Unknown,0.004559474319431407,0.0,0.05974750893444678,,,,,,[],"[null, null, null, null]",,0.004559474319431407,,0
336260.KS,두산퓨얼셀,91400.0,5986126556400.0,Korea Equity,Unknown,0.12684824902723735,0.0,0.0,,,,,,[],"[null, null, null, null]",,0.12684824902723735,,0
018880.KS,한온시스템,5630.0,5777858167760.0,Korea Equity,Unknown,-0.03848576026870058,0.0,0.02815147372676262,,,,,,[],"[null, null, null, null]",,-0.03848576026870058,,0
440110.KQ,파두,112100.0,5615854306700.0,Korea Equity,Unknown,1.510548523206751,0.0,0.001344925643291627,,,,,,[],"[null, null, null, null]",,1.510548523206751,,0
004020.KS,현대제철,40150.0,5357848267750.0,Korea Equity,Unknown,-0.034630651237890206,0.0,0.012446095270878602,,,,,,[],"[null, null, null, null]",,-0.034630651237890206,,0
082740.KS,한화엔진,64200.0,5357306516400.0,Korea Equity,Unknown,-0.10962084085633221,0.0,0.023895640122076525,,,,,,[],"[null, null, null, null]",,-0.10962084085633221,,0
029780.KS,삼성카드,46150.0,5346887819650.0,Korea Equity,Unknown,-0.015926550496533635,0.0,0.027843863395187046,,,,,,[],"[null, null, null, null]",,-0.015926550496533635,,0
000500.KS,가온전선,322000.0,5326883030000.0,Korea Equity,Unknown,0.18700450800559615,0.0,0.01340399758085615,,,,,,[],"[null, null, null, null]",,0.18700450800559615,,0
011790.KS,SKC,139300.0,5275053911400.0,Korea Equity,Unknown,0.0627006205863471,0.0,0.0,,,,,,[],"[null, null, null, null]",,0.0627006205863471,,0
088980.KS,맥쿼리인프라,10960.0,5248985043280.0,Korea Equity,Unknown,0.0,0.0,0.0,,,,,,[],[],,0.0,,0
138930.KS,BNK금융지주,16820.0,5219700695060.0,Korea Equity,Unknown,-0.015488647954365154,0.0,0.006054621869419723,,,,,,[],"[null, null, null, null]",,-0.015488647954365154,,0
052690.KS,한전기술,134300.0,5132946000000.0,Korea Equity,Unknown,0.1075268817204301,0.0,0.00973524503578923,,,,,,[],"[null, null, null, null]",,0.1075268817204301,,0
271560.KS,오리온,129600.0,5123882707200.0,Korea Equity,Unknown,0.1971178589809573,0.0,0.10053433345829099,,,,,,[],"[null, null, null, null]",,0.1971178589809573,,0
178320.KQ,서진시스템,77600.0,4937823567200.0,Korea Equity,Unknown,0.08352668213457076,0.0,0.003460462972235983,,,,,,[],"[null, null, null, null]",,0.08352668213457076,,0
022100.KS,포스코DX,32450.0,4933526956050.0,Korea Equity,Unknown,-0.1150604617075852,0.0,0.008203849514573563,,,,,,[],"[null, null, null, null]",,-0.1150604617075852,,0
004170.KS,신세계,515000.0,4864268215000.0,Korea Equity,Unknown,0.09050655331207935,0.0,0.0459534851422722,,,,,,[],"[null, null, null, null]",,0.09050655331207935,,0
108490.KQ,로보티즈,325500.0,4770862614000.0,Korea Equity,Unknown,0.4936708860759494,0.0,0.0005229735899366556,,,,,,[],"[null, null, null, null]",,0.4936708860759494,,0
214370.KQ,케어젠,88400.0,4748406000000.0,Korea Equity,Unknown,0.2541436464088398,0.0,0.005750286300674976,,,,,,[],"[null, null, null, null]",,0.2541436464088398,,0
002380.KS,KCC,550000.0,4726092800000.0,Korea Equity,Unknown,-0.046267518911628454,0.0,0.026006177297493292,,,,,,[],"[null, null, null, null]",,-0.046267518911628454,,0
001040.KS,CJ,161700.0,4717920576600.0,Korea Equity,Unknown,0.02987678748088857,0.0,0.18668314973098984,,,,,,[],"[null, null, null, null]",,0.02987678748088857,,0
175330.KS,JB금융지주,23900.0,4499260657600.0,Korea Equity,Unknown,0.06563362721524624,0.0,0.013745157912349572,,,,,,[],"[null, null, null, null]",,0.06563362721524624,,0
103590.KS,일진전기,92900.0,4429972731000.0,Korea Equity,Unknown,-0.031943381790359604,0.0,0.030709007940557115,,,,,,[],"[null, null, null, null]",,-0.031943381790359604,,0
319400.KQ,현대무벡스,39750.0,4427197550250.0,Korea Equity,Unknown,-0.2416582406471183,0.0,0.002853404990884741,,,,,,[],"[null, null, null, null]",,-0.2416582406471183,,0
450080.KS,에코프로머티,62200.0,4397888755400.0,Korea Equity,Unknown,1.1318822023047375,0.0,0.0035206860438984416,,,,,,[],"[null, null, null, null]",,1.1318822023047375,,0
088350.KS,한화생명,4880.0,4238426400000.0,Korea Equity,Unknown,0.13775367931835786,0.0,0.00715045959984385,,,,,,[],"[null, null, null, null]",,0.13775367931835786,,0
023530.KS,롯데쇼핑,147700.0,4178249113500.0,Korea Equity,Unknown,0.06923008030569902,0.0,0.027769715375772098,,,,,,[],"[null, null, null, null]",,0.06923008030569902,,0
347850.KQ,디앤디파마텍,94600.0,4143872306200.0,Korea Equity,Unknown,-0.2857142857142857,0.0,0.0,,,,,,[],"[null, null, null, null]",,-0.2857142857142857,,0
051900.KS,LG생활건강,247500.0,3784587345000.0,Korea Equity,Unknown,-0.017633497414169107,0.0,0.04131341191455448,,,,,,[],"[null, null, null, null]",,-0.017633497414169107,,0
226950.KQ,올릭스,175100.0,3554632083300.0,Korea Equity,Unknown,-0.42857142857142855,0.0,0.0,,,,,,[],"[null, null, null, null]",,-0.42857142857142855,,0
010170.KQ,대한광통신,22700.0,3529524482000.0,Korea Equity,Unknown,-0.1778846153846154,0.0,0.0,,,,,,[],"[null, null, null, null]",,-0.1778846153846154,,0
012510.KS,더존비즈온,120000.0,3494865960000.0,Korea Equity,Unknown,0.10103871576959396,0.0,0.03527858837091668,,,,,,[],"[null, null, null, null]",,0.10103871576959396,,0
005850.KS,에스엘,75100.0,3488283852000.0,Korea Equity,Unknown,0.0720630261836719,0.0,0.08438686045459796,,,,,,[],"[null, null, null, null]",,0.0720630261836719,,0
251270.KS,넷마블,42500.0,3482219267500.0,Korea Equity,Unknown,-0.09183389074693422,0.0,0.05960521285900854,,,,,,[],"[null, null, null, null]",,-0.09183389074693422,,0
011170.KS,롯데케미칼,80700.0,3451976313300.0,Korea Equity,Unknown,0.18903528626909055,0.0,0.005470402915896912,,,,,,[],"[null, null, null, null]",,0.18903528626909055,,0
489790.KS,한화비전,67100.0,3387770969000.0,Korea Equity,Unknown,-0.03455818022747156,0.0,0.029819676058925507,,,,,,[],"[null, null, null, null]",,-0.03455818022747156,,0
080220.KQ,제주반도체,97800.0,3368509067400.0,Korea Equity,Unknown,2.532289628180039,0.0,0.02753650118595095,,,,,,[],"[null, null, null, null]",,2.532289628180039,,0
011780.KS,금호석유화학,132300.0,3328314097500.0,Korea Equity,Unknown,0.003721664599075222,0.0,0.037319000113456686,,,,,,[],"[null, null, null, null]",,0.003721664599075222,,0
004800.KS,효성,198300.0,3319622708100.0,Korea Equity,Unknown,-0.11912277787007809,0.0,0.0715695642714833,,,,,,[],"[null, null, null, null]",,-0.11912277787007809,,0
036460.KS,한국가스공사,35500.0,3277111500000.0,Korea Equity,Unknown,0.5467949306037929,0.0,0.04535457158498901,,,,,,[],"[null, null, null, null]",,0.5467949306037929,,0
009420.KS,한올바이오파마,62500.0,3265039875000.0,Korea Equity,Unknown,-0.0171990171990172,0.0,0.000656947635147636,,,,,,[],"[null, null, null, null]",,-0.0171990171990172,,0
035250.KS,강원랜드,15030.0,3215525715000.0,Korea Equity,Unknown,0.05016629711751663,0.0,0.055106989120892236,,,,,,[],"[null, null, null, null]",,0.05016629711751663,,0
302440.KS,SK바이오사이언스,40900.0,3208873017700.0,Korea Equity,Unknown,0.04138357010500309,0.0,0.0,,,,,,[],"[null, null, null, null]",,0.04138357010500309,,0
017800.KS,현대엘리베이터,78800.0,3080479938000.0,Korea Equity,Unknown,-0.14384313725490197,0.0,0.03502557813717204,,,,,,[],"[null, null, null, null]",,-0.14384313725490197,,0
014680.KS,한솔케미칼,270000.0,3069952650000.0,Korea Equity,Unknown,0.04506534474988734,0.0,0.044862470644200056,,,,,,[],"[null, null, null, null]",,0.04506534474988734,,0
031210.KS,서울보증보험,43650.0,3047712752700.0,Korea Equity,Unknown,0.004157386785449147,0.0,0.05175515492038424,,,,,,[],"[null, null, null, null]",,0.004157386785449147,,0
097950.KS,CJ제일제당,202000.0,3040945572000.0,Korea Equity,Unknown,-0.017423865583374786,0.0,0.08132177490551143,,,,,,[],"[null, null, null, null]",,-0.017423865583374786,,0
375500.KS,DL이앤씨,76500.0,2960062159500.0,Korea Equity,Unknown,-0.13367480164708245,0.0,0.06337442079199535,,,,,,[],"[null, null, null, null]",,-0.13367480164708245,,0
001450.KS,현대해상,34550.0,2945327037500.0,Korea Equity,Unknown,0.006074056769069034,0.0,0.02662637978520191,,,,,,[],"[null, null, null, null]",,0.006074056769069034,,0
020150.KS,롯데에너지머티리얼즈,56100.0,2937702474300.0,Korea Equity,Unknown,-0.22010736944851148,0.0,0.0,,,,,,[],"[null, null, null, null]",,-0.22010736944851148,,0
028670.KS,팬오션,5490.0,2934786620880.0,Korea Equity,Unknown,0.16643475572047003,0.0,0.06079051912602316,,,,,,[],"[null, null, null, null]",,0.16643475572047003,,0
007810.KS,코리아써키트,119300.0,2861126566000.0,Korea Equity,Unknown,0.267431331119831,0.0,0.02585169573884751,,,,,,[],"[null, null, null, null]",,0.267431331119831,,0
001720.KS,신영증권,172000.0,2827680000000.0,Korea Equity,Unknown,0.7891398122303984,0.0,0.006822328997967319,,,,,,[],"[null, null, null, null]",,0.7891398122303984,,0
383220.KS,F&F,72900.0,2792585767500.0,Korea Equity,Unknown,0.4803378200052784,0.0,0.1360709827788239,,,,,,[],"[null, null, null, null]",,0.4803378200052784,,0
005290.KQ,동진쎄미켐,54700.0,2788065892200.0,Korea Equity,Unknown,-0.12924628450106157,0.0,0.053591845709715945,,,,,,[],"[null, null, null, null]",,-0.12924628450106157,,0
067310.KQ,하나마이크론,40450.0,2688477941700.0,Korea Equity,Unknown,0.49235743680188127,0.0,0.05205639720492486,,,,,,[],"[null, null, null, null]",,0.49235743680188127,,0
007340.KS,DN오토모티브,44650.0,2612510122250.0,Korea Equity,Unknown,0.11884344766930517,0.0,0.08564581737338717,,,,,,[],"[null, null, null, null]",,0.11884344766930517,,0
032820.KQ,우리기술,15210.0,2610114879060.0,Korea Equity,Unknown,-0.24778761061946902,0.0,0.0,,,,,,[],"[null, null, null, null]",,-0.24778761061946902,,0
100790.KQ,미래에셋벤처투자,49000.0,2603107066000.0,Korea Equity,Unknown,5.184782608695652,0.0,0.01094747383899091,,,,,,[],"[null, null, null, null]",,5.184782608695652,,0
012750.KS,에스원,68400.0,2599143775200.0,Korea Equity,Unknown,-0.0805240889859424,0.0,0.057860513988895565,,,,,,[],"[null, null, null, null]",,-0.0805240889859424,,0
