Ticker,Name,Sector,Industry,Price,Market Cap,FCF Yield,Book-to-Market Ratio,Anti-Empire Builder,Margin Erosion Danger,Operating Leverage,Rev Growth,Gross Margin,ROIC,Insider Own,PEG,Z-Score,8-Quarter Margin,ROIC Velocity,Cyclical Check,Insider Buying,Phase 2 Decision
IRMD,iRadimed Corporation,Healthcare,Medical Devices,93.4,1193891712,0.01384212641221518,0.0792612419700214,True,False,True,0.17,0.7674612833178228,0.4768885607403379,0.36606997,3.139495882352941,53.76973289341878,Pass,Fail,Pass,Pass,
FLXS,"Flexsteel Industries, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",48.49,259203840,0.1079690794704276,0.6899979377191173,True,False,False,0.09,0.2308084265129431,0.11179537030113339,0.33433998,1.4720704444444443,4.7156083502265975,Pass,Pass,Pass,Pass,
RGR,"Sturm, Ruger & Company, Inc.",Industrials,Aerospace & Defense,40.96,653078528,0.05889337706108139,0.4427978515625,False,True,False,0.036,0.14861269061654736,-0.016262279544775216,0.14352,27.777777777777782,10.53503673089162,Fail,Fail,Pass,Pass,
CDNL,Cardinal Infrastructure Group I,Industrials,Engineering & Construction,45.63,697818880,0.034969442214002576,0.08571115494192418,,,,0.717,0.2056142273580185,0.3188786689135382,0.50548,0.4186853138075314,3.40286317269146,,,Pass,Pass,
TASK,"TaskUs, Inc.",Technology,Information Technology Services,6.47,585931264,0.1258082722822587,1.0247295208655331,True,False,True,0.141,0.3778354387278241,0.16913407934201583,0.25711,0.4171502127659575,2.865853504367122,Pass,Pass,Pass,Pass,
HIT,"Health In Tech, Inc.",Technology,Software - Application,1.34,87848096,-0.0006386934100427174,0.2216417910447761,False,False,True,0.531,0.6282415749558975,0.1334612381828119,0.62632,1.2617702448210923,11.388360434202514,Fail,Fail,Pass,Pass,
AVO,"Mission Produce, Inc.",Consumer Defensive,Food Distribution,14.81,1049234752,0.03650279399056733,0.5594193112761647,False,False,True,-0.166,0.12039532794249776,0.05514147884212403,0.44017,-1.939497108433735,3.941098858870139,Fail,Fail,Pass,Pass,
XPEL,"XPEL, Inc.",Consumer Cyclical,Auto Parts,46.07,1271724800,0.048265159254580865,0.2204037334490992,False,False,False,0.137,0.42213355732885344,0.20475517687324707,0.09427,1.8177154744525548,11.109111873676582,Fail,Fail,Pass,Pass,
NNDM,Nano Dimension Ltd.,Technology,Computer Hardware,1.71,359672448,-0.28455891066751937,1.7660818713450293,,False,True,1.135,0.33591378115329423,-0.2718739492592092,0.05461,0.8810572687224669,0.8853213937602237,Pass,Fail,Pass (Pessimism),Pass,
EFTY,"Etoiles Capital Group Co., Ltd.",Industrials,Consulting Services,15.02,302052224,0.005123792765055092,0.005392809587217044,True,True,False,1.966,0.7882425693087123,0.0,0.6904,0.9549848423194304,157.22482658772952,Fail,,Pass,Pass,
VTS,"Vitesse Energy, Inc.",Energy,Oil & Gas E&P,18.34,729505216,0.05851500313330179,0.8448745910577972,True,False,True,0.048,0.1886535590844888,0.042955522854880704,0.14954,5.970052083333334,2.1297379118425663,Fail,Fail,Pass (Pessimism),Pass,
AXR,AMREP Corporation,Real Estate,Real Estate - Development,27.17,144142256,0.09095181637784273,0.9732057416267942,True,False,False,0.938,0.42435849056603775,0.12754139548429075,0.45771,0.12019039445628998,25.34154257999797,Pass,Pass,Pass,Pass,
COUR,"Coursera, Inc.",Consumer Defensive,Education & Training Services,5.36,907520896,0.09817955750960472,0.7063432835820895,,False,False,0.099,0.5457425742574258,0.0,0.051420003,10.1010101010101,1.366351684326105,Pass,,Pass,Pass,
HCKT,"The Hackett Group, Inc.",Technology,Information Technology Services,12.44,315732544,0.1027356875824622,0.21816720257234729,False,True,False,-0.034,0.38336070884021645,0.10889741607551,0.12453,-7.953963529411763,3.9613815577419227,Fail,Fail,Pass,Pass,
CRNT,Ceragon Networks Ltd.,Technology,Communication Equipment,2.38,213938128,0.018879290184309738,0.8008403361344538,True,False,True,-0.23,0.33928109432196624,0.018340579491645782,0.14236,-4.3478260869565215,1.234720397177342,Pass,Fail,Pass,Pass,
AUDC,AudioCodes Ltd.,Technology,Communication Equipment,8.79,250302352,0.09144540519539344,0.7194539249146759,False,True,False,0.017,0.6499568410937933,0.055359696819460465,0.26948,16.679315882352938,2.3620331702406334,Fail,Fail,Pass,Pass,
TWIN,"Twin Disc, Incorporated",Industrials,Specialty Industrial Machinery,17.76,256128656,-0.0002733001495935699,0.7204391891891891,False,False,True,0.003,0.2787305800698658,0.2492706313153622,0.22143999,38.94737,2.7376136085875364,Fail,Pass,Pass,Pass,
RXST,"RxSight, Inc.",Healthcare,Medical Devices,6.83,281849056,-0.06862183707296149,0.9787701317715959,,False,False,-0.189,0.7659800713860797,-0.1459061473866494,0.056399997,-5.291005291005291,2.7377492772569227,Fail,Fail,Pass,Pass,
AMPX,"Amprius Technologies, Inc.",Industrials,Electrical Equipment & Parts,17.22,2359467264,-0.015060179279520617,0.04483159117305459,,False,True,1.374,0.11491983145833044,-0.3417267295479313,0.08189,0.727802037845706,25.52871592019328,Pass,,Pass,Pass,
IPI,"Intrepid Potash, Inc",Basic Materials,Agricultural Inputs,37.35,500748192,0.05100367891093654,1.001954484605087,True,False,True,0.339,0.18374406693304016,0.026513195067379317,0.19268,1.2961998230088492,2.654430316581798,Pass,Pass,Pass,Pass,
WGS,GeneDx Holdings Corp.,Healthcare,Diagnostics & Research,59.62,1746194688,0.00816747416425539,0.1767527675276753,,False,True,0.265,0.6974170777402763,-0.03630319452424021,0.12562001,3.7735849056603774,2.2982823583674117,Pass,Pass,Pass,Pass,
FORA,Forian Inc.,Healthcare,Health Information Services,2.14,66857368,0.04317359606498419,0.44766355140186914,,False,True,0.37,0.5321123079319477,-0.1610355083087423,0.48867,2.7027027027027026,2.3856697117054404,Pass,Fail,Pass,Pass,
GAMB,Gambling.com Group Limited,Consumer Cyclical,Gambling,3.61,126952488,0.11301865939011767,0.8520775623268698,False,True,False,0.31,0.9077589802172297,-0.11830233257297508,0.37435,3.225806451612903,0.9002140657808876,Fail,Fail,Pass,Pass,
EVEX,"Eve Holding, Inc.",Industrials,Aerospace & Defense,2.7,940422400,-0.18626417235489073,0.13148148148148148,,,,0.0,0.0,-1.0686845041855422,0.72212,100.0,-1.2903726759872494,Fail,Fail,Pass,Pass,
REAX,"The Real Brokerage, Inc.",Real Estate,Real Estate Services,2.44,518012000,0.11983506173602156,0.10081967213114754,,False,True,0.441,0.0841732641880578,0.0,0.14352,2.2675736961451247,18.470462090007036,Pass,,Pass,Pass,
GAIA,"Gaia, Inc.",Communication Services,Entertainment,2.84,70937152,-0.005314563516730979,1.240492957746479,False,False,True,0.058,0.8706873901004507,-0.05939769174601514,0.13061,17.241379310344826,0.3620636468452896,Pass,Pass,Pass,Pass,
BWLP,BW LPG Limited,Industrials,Marine Shipping,17.85,2709890816,0.1430747680721318,0.6774229691876751,False,True,False,-0.132,0.10423381113909873,0.13198123297052167,0.39727002,-0.8451704545454545,3.1804557701984932,Fail,Fail,Fail (Peak),Pass,
FEIM,"Frequency Electronics, Inc.",Technology,Communication Equipment,54.8,539337600,-0.007080908136202631,0.11171532846715329,True,False,True,-0.108,0.3795325517953255,0.12224983077627091,0.13525,-6.95078611111111,9.896134338716031,Pass,Fail,Pass,Pass,
TTI,"Tetra Technologies, Inc.",Industrials,Conglomerates,8.46,1144589952,0.0170707422041042,0.25011820330969264,False,False,False,0.091,0.24717243696626578,0.015940320370870203,0.06036,30.98901098901099,2.835742304297651,Pass,Fail,Pass,Pass,
ZJK,"ZJK Industrial Co., Ltd.",Industrials,Specialty Industrial Machinery,1.95,125428384,0.022531271709599638,0.31025641025641026,False,True,False,0.522,0.35877889306288785,0.16532787048627193,1.01926,0.5336617432950191,4.869231561431745,Fail,Fail,Pass,Pass,
CRON,Cronos Group Inc. Common Share,Healthcare,Drug Manufacturers - Specialty & Generic,2.58,992316736,-0.00019147112318782861,1.1112403100775194,,False,True,0.47,0.428134827781454,-0.010986629277886767,0.48173,2.127659574468085,12.479280455340545,Pass,Pass,Pass,Pass,
HITI,High Tide Inc.,Healthcare,Pharmaceutical Retailers,2.33,204802000,0.09003330045605024,0.30952849785407727,False,False,True,0.252,0.257994709885148,-0.1817016856984778,0.12037,3.9682539682539684,1.0630404595693113,Fail,Fail,Pass,Pass,
EXPI,"eXp World Holdings, Inc.",Real Estate,Real Estate Services,5.91,951805376,0.11387306978186264,0.25499153976311334,False,True,False,0.085,0.06989862982525658,0.0,0.42129,11.764705882352942,13.385371171329993,Fail,,Pass,Pass,
CCLD,"CareCloud, Inc.",Healthcare,Health Information Services,2.7,114730960,0.17897523039988508,0.5192592592592592,False,False,False,0.219,0.46509099660578096,0.18261811861616267,0.15121001,1.2328767123287672,3.376853194350929,Pass,Pass,Pass,Pass,
SDM,Smart Digital Group Limited,Communication Services,Advertising Agencies,1.85,58691252,-0.09538217041272182,0.1524324324324324,False,True,False,0.708,0.10052009229012514,-4.275094891385979,0.57389,0.3732849152542373,-2.2719259950889956,Fail,Fail,Pass,Pass,
AMLX,"Amylyx Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,16.36,1808384512,-0.06828249146163888,0.16980440097799512,,,,0.0,0.0,-1.813288418304157,0.07948,100.0,36.02243040939761,Fail,Pass,Pass,Pass,
ESP,Espey Mfg. & Electronics Corp.,Industrials,Electrical Equipment & Parts,59.51,176080736,0.06646815129168929,0.32540749453873297,False,False,True,-0.108,0.34403281426910404,0.2484891061018035,0.23422001,-1.5971550925925926,5.923858165676682,Pass,Pass,Pass,Pass,
WLY,"John Wiley & Sons, Inc.",Communication Services,Publishing,38.45,1973369216,0.08102842524528364,0.37802340702210663,True,False,False,0.013,0.7412770484799236,0.1246118904514641,0.09664,10.341581923076923,2.1563798913898453,Pass,Pass,Pass,Pass,
PSNL,"Personalis, Inc.",Healthcare,Diagnostics & Research,6.02,630160960,-0.1260788989530548,0.423421926910299,,True,False,0.032,0.2265248104755341,-0.4582840385709177,0.2702,31.25,2.7641899755735944,Fail,Pass,Pass,Pass,
QUIK,QuickLogic Corporation,Technology,Semiconductors,11.11,196874032,-0.035306840264235556,0.11692169216921693,False,True,False,-0.342,0.2202700740525628,-0.5453774674123544,0.09133001,-2.923976608187134,-5.333539071657837,Fail,Fail,Pass (Pessimism),Pass,
AVNW,"Aviat Networks, Inc.",Technology,Communication Equipment,21.99,283721792,0.05667523769199935,0.9580263756252843,False,False,False,-0.057,0.33691905490943924,0.06320488810116731,0.0933,-3.4140659649122806,0.4023098396628605,Fail,Pass,Pass,Pass,
KELYB,"Kelly Services, Inc.",Industrials,Staffing & Employment Services,15.59,533357728,0.21392771494631835,1.8326491340602953,False,True,False,-0.119,0.2006633889294032,-0.194190749875007,0.93563,-8.403361344537815,2.8810100991904184,Fail,Fail,Pass,Pass,
EML,Eastern Company (The),Industrials,Tools & Accessories,21.73,131871760,0.03712336136258438,0.9494247583985274,False,True,False,-0.137,0.2275249046455641,0.04549964634220264,0.07918,-1.618501313868613,3.433831041868544,Fail,Fail,Pass,Pass,
SERA,"Sera Prognostics, Inc.",Healthcare,Medical Devices,1.97,77113384,-0.3416916575726984,0.9827411167512691,,True,False,-0.583,-1.0246913580246915,-0.3416664634228961,0.10987,-1.7152658662092626,-3.374378766358376,Pass,,Pass,Pass,
ARHS,"Arhaus, Inc.",Consumer Cyclical,Specialty Retail,6.77,961102784,0.06136492473212938,0.43781388478581984,False,False,False,0.051,0.3889207103714993,0.08726766595762112,0.0508,2.765522941176471,2.1456922672941294,Fail,Fail,Pass,Pass,
INTA,"Intapp, Inc.",Technology,Software - Application,20.37,1668842496,0.059747399912807586,0.251006381934217,,False,True,0.157,0.7478397544083734,-0.16358455923547366,0.10176,6.369426751592357,2.5166508476763756,Pass,Fail,Pass,Pass,
AMWL,American Well Corporation,Healthcare,Health Information Services,5.19,85903888,-0.767997834975758,2.7628131021194604,,False,False,-0.221,0.532870751027775,-1.8305291063672158,0.05568,-4.524886877828054,-7.895951541654666,Pass,Pass,Pass,Pass,
CHCI,"Comstock Holding Companies, Inc",Real Estate,Real Estate Services,18.37,187570528,0.016889646970551793,0.377408818726184,False,True,False,0.415,0.23513784381412958,0.35874632784357624,0.65445,0.2715647951807229,7.169691406233866,Fail,Fail,Pass,Pass,
VLN,Valens Semiconductor Ltd.,Technology,Semiconductors,1.33,140039296,-0.09845807850962061,0.7661654135338345,,False,True,0.164,0.6242123893805309,-0.39481456192393977,0.054640003,6.097560975609755,0.8313037129601922,Pass,Fail,Pass (Pessimism),Pass,
PSIG,PS International Group Ltd.,Industrials,Integrated Freight & Logistics,6.7,57774788,-0.031944002979292625,0.5017910447761194,False,True,False,-0.411,0.04051938825237948,-1.827359975125227,0.55805,-2.4330900243309004,5.865355172535043,Fail,Fail,Pass,Pass,
RLGT,"Radiant Logistics, Inc.",Industrials,Integrated Freight & Logistics,7.91,370397952,0.022883495856910137,0.643236409608091,True,False,True,-0.123,0.15598653192623005,0.05488839204439862,0.24093,-2.217549756097561,4.018271117377485,Pass,Pass,Pass,Pass,
JJSF,J & J Snack Foods Corp.,Consumer Defensive,Packaged Foods,82.49,1568291968,0.05299778465740379,0.5825554612680325,False,False,False,-0.052,0.30170613514461975,0.06093133510669079,0.21947001,-5.036019230769231,4.711110296789531,Fail,Fail,Pass,Pass,
CRGO,Freightos Limited,Industrials,Integrated Freight & Logistics,1.59,82176760,-0.10955652181955093,0.5251572327044025,,False,True,0.124,0.6681262729124237,-0.5398236886261985,0.35903,8.064516129032258,-2.572410256944689,Pass,Fail,Pass,Pass,
LEGH,Legacy Housing Corporation,Consumer Cyclical,Residential Construction,21.1,502440416,0.05602853413766778,1.052085308056872,False,False,False,-0.294,0.4740590401419491,0.07920241186610294,0.63479,-0.41246384353741494,7.522121238161676,Fail,Fail,Pass,Pass,
SVCO,"Silvaco Group, Inc.",Technology,Software - Application,7.24,227632160,-0.15166574002548674,0.33466850828729283,,False,False,0.022,0.7828555118609667,-0.5915518930958276,0.62274,45.45454545454546,1.4742265619057608,Fail,Fail,Pass,Pass,
NRDS,"NerdWallet, Inc.",Communication Services,Internet Content & Information,10.47,761307584,0.14895424974513324,0.5018147086914995,True,False,True,0.226,0.9238584747788668,0.16876827807557743,0.05664,0.7238661504424778,7.462590266108307,Pass,Pass,Pass,Pass,
MCRI,"Monarch Casino & Resort, Inc.",Consumer Cyclical,Resorts & Casinos,98.33,1758742272,0.07302093208572177,0.30686463947930437,True,False,False,0.041,0.5504297179545976,0.21974615942340883,0.32022998,4.416745365853658,8.51761938903612,Pass,Pass,Pass,Pass,
CSPI,CSP Inc.,Technology,Information Technology Services,8.83,87532024,-0.03222820484534894,0.5123442808607022,False,False,False,-0.232,0.3390808770146653,-0.018013123033614832,0.29365,-4.310344827586206,3.7434205525120605,Fail,Fail,Pass,Pass,
UTMD,"Utah Medical Products, Inc.",Healthcare,Medical Instruments & Supplies,65.9,211121984,0.06783282218492225,0.5680121396054628,False,True,False,-0.012,0.5711578400830737,0.2777663578478825,0.071779996,-15.780652499999999,41.721979553021136,Fail,Fail,Pass,Pass,
SGHT,"Sight Sciences, Inc.",Healthcare,Medical Devices,3.45,186320640,-0.16057265582599975,0.3463768115942029,,False,False,0.069,0.8617297674598968,-2.6099954121087148,0.21115999,14.492753623188404,-1.7175046829245186,Pass,Pass,Pass,Pass,
SGA,"Saga Communications, Inc.",Communication Services,Broadcasting,11.78,75862280,0.07836569109180479,2.13616298811545,False,True,False,-0.156,0.14479205728469136,0.004421043569548784,0.25574,-6.410256410256411,2.3069976613099747,Fail,,Pass,Pass,
WMK,"Weis Markets, Inc.",Consumer Defensive,Grocery Stores,71.99,1781363456,0.00185363631934751,0.7589248506737047,True,False,False,0.051,0.2500880951261964,0.06106382048907451,0.50678,3.8673109803921575,5.536955216607214,Fail,Fail,Pass,Pass,
FOR,Forestar Group Inc,Real Estate,Real Estate - Development,25.98,1322176256,0.0703385797301748,1.3510007698229405,False,True,False,-0.03,0.21572700296735906,0.0722918721321233,0.62401,-2.648318,1.793962125117805,Fail,Fail,Pass,Pass,
QUBT,Quantum Computing Inc.,Technology,Computer Hardware,7.06,1585240064,-0.023330220349515467,1.009915014164306,,True,False,2.194,0.09824046920821114,-0.021583334589819217,0.111190006,0.45578851412944393,46.65420681807237,Fail,Pass,Pass (Pessimism),Pass,
SSTK,"Shutterstock, Inc.",Communication Services,Internet Content & Information,16.67,592564416,0.1979936642027455,0.9810437912417515,True,False,False,-0.12,0.5890133090890725,0.08010769805527743,0.32056,-1.1113333333333333,1.5027945026158136,Pass,Pass,Pass,Pass,
DAC,Danaos Corporation,Industrials,Marine Shipping,115.02,2093763712,0.16623795608126388,1.8067640410363415,False,True,False,0.031,0.5825185907127015,0.13733819597196895,0.53790003,1.3860000967741934,2.6155472900325822,Fail,Fail,Fail (Peak),Pass,
AVPT,"AvePoint, Inc.",Technology,Software - Infrastructure,8.99,1941468800,0.04118016215352006,0.24760845383759733,True,False,True,0.286,0.7406393847870187,3.775163364052381,0.23224,2.095570979020979,4.051332305307871,Pass,,Pass,Pass,
DMRC,Digimarc Corporation,Technology,Software - Application,5.65,124827080,-0.10416810198556274,0.32601769911504425,,False,False,0.029,0.616164892519093,-0.9291661827158465,0.2899,34.48275862068965,-5.369242995963779,Pass,Fail,Pass,Pass,
FWDI,"Forward Industries, Inc.",Consumer Cyclical,Footwear & Accessories,4.51,374971040,-0.032048637676125605,2.299778270509978,,False,False,3.635,0.5973953439944527,-0.11090125344672197,0.37077,0.2751031636863824,46.22319253469079,Fail,Pass,Pass,Pass,
MGPI,"MGP Ingredients, Inc.",Consumer Defensive,Beverages - Wineries & Distilleries,18.77,401098464,0.18957938467697547,1.797442727757059,False,True,False,-0.235,0.3717716150081566,-0.10372869291502441,0.32611,-4.25531914893617,1.466723466754676,Fail,Fail,Pass,Pass,
OSS,"One Stop Systems, Inc.",Technology,Computer Hardware,7.8,192950096,-0.034929192261194834,0.23987179487179489,,False,True,0.0,0.4961115768461897,-0.1898950674834614,0.13465,100.0,17.981951287568634,Pass,Pass,Pass (Pessimism),Pass,
CVLG,"Covenant Logistics Group, Inc.",Industrials,Trucking,28.44,713361792,-0.04755230849257483,0.5665963431786216,False,True,False,0.065,0.14593051614809116,0.018866325858152788,0.25803,27.346153846153847,2.2353406728231526,Fail,Fail,Pass,Pass,
OFLX,"Omega Flex, Inc.",Industrials,Specialty Industrial Machinery,32.8,331093760,0.04636451016171371,0.25426829268292683,False,True,False,-0.065,0.6002482298364125,0.359112892968937,0.65207,-3.432757384615385,12.706643319633141,Fail,Fail,Pass,Pass,
CLIR,ClearSign Technologies Corporat,Industrials,Pollution & Treatment Controls,5.29,286188992,-0.01690141876596008,0.3379962192816635,,False,True,5.222,0.27206725257928926,-9.104174757281553,0.057589997,0.19149751053236305,52.43434892345374,Pass,,Pass,Pass,
ATGL,Alpha Technology Group Limited,Technology,Software - Infrastructure,16.0,263400000,-0.05292678815489749,0.011880421875,,True,False,-0.314,0.4919065103241344,0.0,0.82473,-3.1847133757961785,6.314561184071414,Fail,Pass,Pass,Pass,
CASS,"Cass Information Systems, Inc",Industrials,Specialty Business Services,46.65,610381632,0.05205595701805129,0.4032368703108253,,,False,0.062,0.0,0.0,0.11653,3.257226935483871,3.0,,,Pass,Pass,
VOXR,Vox Royalty Corp.,Basic Materials,Other Precious Metals & Mining,5.64,392178368,-0.16081713104584086,0.27765957446808515,True,False,True,1.54,0.6066057032848032,0.06029201239588135,0.11028,0.3662337532467532,14.480926897449875,Pass,,Pass (Pessimism),Pass,
IMAX,Imax Corporation,Communication Services,Entertainment,37.84,2043095680,0.04167793061948034,0.1655919661733615,True,False,True,0.351,0.6001530915721627,0.10921490891388447,0.18345,1.7112105413105416,3.3891952762229183,Pass,Pass,Pass,Pass,
HYPR,"Hyperfine, Inc.",Healthcare,Medical Devices,1.21,119209448,-0.24438499203519506,0.3487603305785124,,False,False,1.28,0.4978986949789869,-6.012483787289235,0.06708,0.78125,-4.462101194273929,Pass,Fail,Pass,Pass,
ZKH,ZKH Group Limited,Consumer Cyclical,Internet Retail,3.09,501435840,0.2912336700942637,0.8526613915857605,,False,False,0.079,0.17047394725826762,-0.16814855909878246,0.18169,12.658227848101266,1.5694040350331306,Pass,Fail,Pass,Pass,
HYLN,Hyliion Holdings Corp.,Consumer Cyclical,Auto Parts,1.84,328103552,-0.21422809832915188,0.5885869565217391,,False,True,-0.528,0.04892086330935252,-0.29630864318536926,0.29518,-1.8939393939393938,15.106423592577357,Pass,,Pass,Pass,
LXU,"LSB Industries, Inc.",Basic Materials,Chemicals,14.02,1008661888,0.017905901090217457,0.5172610556348074,True,False,True,0.223,0.16953940781004148,0.04828437421759568,0.19097,1.8491163228699552,2.0970760802984936,Pass,Pass,Pass,Pass,
LMAT,"LeMaitre Vascular, Inc.",Healthcare,Medical Instruments & Supplies,114.62,2610856192,0.028522444180640646,0.15075902983772466,True,False,False,0.157,0.7152947492407914,0.1120327482490297,0.07935,2.8970781528662424,9.148826451152559,Pass,Pass,Pass,Pass,
ISPR,Ispire Technology Inc.,Consumer Defensive,Tobacco,1.75,100257264,-0.14221480251046947,-0.07657142857142858,,True,False,-0.515,0.1637085703336909,0.0,0.66766,-1.941747572815534,-0.22218682764447628,Fail,Pass,Pass,Pass,
ALRM,"Alarm.com Holdings, Inc.",Technology,Software - Application,42.65,2127368448,0.06380747074048924,0.40067995310668225,True,False,False,0.08,0.6614918902240634,0.14936213769286055,0.05331,2.167174875,2.4669301268902304,Pass,Fail,Pass,Pass,
GENC,"Gencor Industries, Inc.",Industrials,Farm & Heavy Construction Machinery,15.48,226901216,-0.014283748924465878,0.9486434108527132,False,True,False,-0.25,0.27695682075875017,0.0522721023763369,0.17302,-0.59538464,15.59090422082442,Pass,Fail,Pass,Pass,
BHST,BioHarvest Sciences Inc.,Consumer Defensive,Packaged Foods,4.31,97698400,-0.09806711266509995,0.26055684454756384,,False,True,0.246,0.5933696534137012,-0.507853023273088,0.1503,4.0650406504065035,0.2007174798424214,Pass,Pass,Pass,Pass,
CXM,"Sprinklr, Inc.",Technology,Software - Application,5.4,1343867520,0.10559299773834849,0.44129629629629624,True,False,False,0.089,0.674035230984601,0.041049305197121064,0.07649,6.741573033707865,1.6402641066924943,Pass,Fail,Pass,Pass,
JAKK,"JAKKS Pacific, Inc.",Consumer Cyclical,Leisure,21.82,249717040,-0.0042888542968473435,1.006461961503208,False,False,False,-0.028,0.3243199671965108,0.040699574699757726,0.20841,-9.061461071428571,2.3786210139488215,Fail,Fail,Pass,Pass,
GRDN,"Guardian Pharmacy Services, Inc",Healthcare,Medical Care Facilities,39.15,2518935808,0.03204130877161281,0.08298850574712645,,False,True,0.174,0.20205772821558862,0.27866008882084004,0.49546,2.8846155172413797,12.266518619846815,Pass,Pass,Pass,Pass,
HNGE,"Hinge Health, Inc.",Healthcare,Health Information Services,35.41,2789006336,0.05929602879181125,0.06373905676362611,,False,False,0.456,0.7964855577858674,-3.065333429888917,0.109560005,2.1929824561403506,1.238378427221173,Fail,Fail,Pass,Pass,
CVGW,"Calavo Growers, Inc.",Consumer Defensive,Food Distribution,27.63,493860800,0.029672328720967527,0.41643141512848353,True,False,False,-0.208,0.10242417456523398,0.1097213236672443,0.06801,-1.4759615384615383,6.402647219654616,Pass,Pass,Pass,Pass,
SERV,Serve Robotics Inc.,Industrials,Specialty Industrial Machinery,8.26,625200896,-0.18870574363348322,0.5681598062953995,,True,False,4.011,-5.801060168623761,-0.4058152357751473,0.08425,0.24931438544003987,21.06976232503597,Fail,Pass,Pass,Pass,
NSP,"Insperity, Inc.",Industrials,Staffing & Employment Services,25.03,944342464,-0.3272118026877165,0.048741510187774666,False,False,False,0.034,0.13211978860833823,0.0,0.05612,29.41176470588235,3.845796123025057,Fail,,Pass,Pass,
GASS,"StealthGas, Inc.",Industrials,Marine Shipping,9.36,347830432,0.20718093177080033,2.0423076923076926,True,False,False,-0.094,0.40905335732221526,0.07949228660076073,0.32353002,-0.6071613829787234,2.993884007117492,Pass,,Fail (Peak),Pass,
TSSI,"TSS, Inc.",Technology,Information Technology Services,12.42,358255360,0.005917566732288388,0.22359098228663446,False,False,True,0.218,0.13429974890016644,0.5015596961550608,0.11928,1.0173656880733943,3.416150120023454,Fail,Pass,Pass,Pass,
PDEX,"Pro-Dex, Inc.",Healthcare,Medical Instruments & Supplies,51.48,167928016,0.03586060351001825,0.25194250194250195,True,False,False,0.111,0.28292256695468854,0.22621985566371444,0.36655,1.3600697297297297,7.612501781280727,Pass,Pass,Pass,Pass,
UAMY,United States Antimony Corporat,Basic Materials,Other Industrial Metals & Mining,8.36,1198589312,-0.03128634439216491,0.12057416267942585,,False,False,1.314,0.2515050547525597,-0.08018955886125574,0.10339,0.76103500761035,55.443827484104396,Fail,Pass,Pass (Pessimism),Pass,
VUZI,Vuzix Corporation,Technology,Consumer Electronics,2.4,199579824,-0.10701253048504543,0.12666666666666668,,False,False,0.763,-0.16915506614803338,-2.2276917579054185,0.15823,1.3106159895150722,6.403776183962691,Pass,Fail,Pass,Pass,
SMRT,"SmartRent, Inc.",Technology,Software - Application,1.41,271083712,-0.11140470143776104,0.8680851063829788,,False,False,0.031,0.32738337512965615,-0.45118678002617196,0.11219,32.25806451612903,0.3633297723592037,Fail,Fail,Pass,Pass,
ORGO,Organogenesis Holdings Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,2.38,306164800,-0.07989161392818508,0.9932773109243698,True,False,True,0.781,0.755746585439497,0.10428654331940565,0.47614,0.20315834827144683,2.8809441123879997,Pass,Pass,Pass,Pass,
NVCR,NovoCure Limited,Healthcare,Medical Devices,10.58,1203944704,-0.0628591992211629,0.28610586011342154,,False,False,0.081,0.7453601341567064,-0.2406619324988586,0.094799995,12.345679012345679,0.26882967257849044,Pass,Fail,Pass,Pass,
PLTS,Platinum Analytics Cayman Limit,Technology,Software - Application,17.5,316034432,-0.017839473896312665,0.017085714285714284,False,True,False,-0.777,0.6454261153184709,-0.6859547303503007,0.3266,-22.52252252252252,172.94051087829533,Fail,,Pass,Pass,
RDWR,Radware Ltd.,Technology,Software - Infrastructure,23.37,1015061120,0.04093842152086369,0.3454428754813864,True,False,False,0.099,0.8067285075368561,0.03017638544688815,0.13384,5.24579191919192,3.2005292707733304,Pass,Pass,Pass,Pass,
DXPE,"DXP Enterprises, Inc.",Industrials,Industrial Distribution,153.56,2407712000,0.022418794274398267,0.2092211513414952,False,False,True,0.12,0.315383375529728,0.12173726753488134,0.18234,2.3829919166666667,3.6174135179413573,Pass,Fail,Pass,Pass,
HVT,"Haverty Furniture Companies, In",Consumer Cyclical,Home Improvement Retail,22.4,363180256,0.09078687361242457,0.8515178571428572,True,False,False,0.095,0.606719411853833,0.03901062963592362,0.10125,1.9814239999999999,3.0313686709215926,Pass,Pass,Pass,Pass,
CVEO,Civeo Corporation (Canada),Consumer Cyclical,Lodging,28.39,326917184,0.006567412497961563,0.5371961958436069,False,False,False,0.071,0.23650033106414817,0.04359676616299065,0.070700005,14.084507042253522,-0.969164492042722,Fail,Pass,Pass,Pass,
JILL,"J. Jill, Inc.",Consumer Cyclical,Apparel Retail,11.82,178663472,0.1300153844541877,0.6914551607445009,False,True,False,-0.031,0.6868589168701984,0.11576785635034774,0.06516,-2.095001612903226,1.7037839381142619,Fail,Fail,Pass,Pass,
CYD,China Yuchai International Limi,Consumer Cyclical,Auto Manufacturers,42.78,1605033856,0.14590346435657991,0.8263873305282842,True,False,False,0.23,0.1473065540548486,0.10146709197385428,0.6888,0.8857143478260869,1.5421538801740287,Pass,Pass,Pass,Pass,
